provider_id,provider_name,service_category,region,payer,total_claims,total_billed,total_allowed,total_paid,medicare_benchmark_total,paid_to_billed_rate,allowed_to_billed_rate,benchmark_variance_amount,benchmark_variance_pct,benchmark_flag
PRV031,Provider Group 31,Imaging,South,Commercial,21,15781.42,11425.11,9924.61,8918.75,0.6288794037545418,0.7239595676434694,2506.3600000000006,0.2810214435879468,Above benchmark
PRV025,Provider Group 25,Emergency,South,Exchange,4,15494.630000000001,10034.73,9147.3,7553.58,0.590352915816641,0.6476263066623726,2481.1499999999996,0.3284733861294909,Above benchmark
PRV027,Provider Group 27,Outpatient,South,Medicare Advantage,29,56347.25,33543.88,29204.31,31084.02,0.5182916646331454,0.5953064257794302,2459.859999999997,0.07913583892945626,In range
PRV011,Provider Group 11,Inpatient,Midwest,Exchange,4,49998.89,29704.66,26752.28,27245.93,0.5350574782760177,0.5941063891618394,2458.7299999999996,0.0902421022148996,In range
PRV032,Provider Group 32,Imaging,West,Commercial,19,13078.390000000001,9690.15,7744.26,7253.86,0.5921416932818183,0.740928355860316,2436.29,0.33586118287367,Above benchmark
PRV019,Provider Group 19,Imaging,West,Commercial,15,16996.32,12177.19,10568.12,9744.89,0.6217887166163029,0.7164603867190075,2432.300000000001,0.24959748134663412,Above benchmark
PRV011,Provider Group 11,Outpatient,Midwest,Medicare Advantage,25,51204.8,29595.84,25386.54,27165.899999999998,0.49578437958941346,0.5779895634784239,2429.9400000000023,0.08944816847592027,In range
PRV024,Provider Group 24,Outpatient,West,Medicare Advantage,32,73295.31,42694.43,34921.2,40279.68,0.4764452186640591,0.5824987983542194,2414.75,0.05994958251902696,In range
PRV020,Provider Group 20,Pharmacy,South,Commercial,38,15369.24,10980.5,9139.25,8586.05,0.5946455387514282,0.7144465178499393,2394.4500000000007,0.2788767826881978,Above benchmark
PRV024,Provider Group 24,Pharmacy,West,Commercial,35,13625.72,9868.4,8717.17,7474.14,0.6397584861570619,0.7242479663459986,2394.2599999999993,0.3203391962152166,Above benchmark
PRV015,Provider Group 15,Emergency,Midwest,Medicare Advantage,15,33300.22,20325.02,16250.86,17981.63,0.4880105897198277,0.6103569285728443,2343.3899999999994,0.13032133349423825,In range
PRV037,Provider Group 37,Outpatient,Northeast,Medicare Advantage,26,48358.56,28694.4,24669.36,26353.22,0.5101342968028825,0.5933675444430108,2341.1800000000003,0.08883847970001389,In range
PRV016,Provider Group 16,Outpatient,Northeast,Exchange,10,21793.9,14543.54,11417.18,12206.45,0.5238704408114196,0.6673215899861888,2337.09,0.191463529527422,In range
PRV021,Provider Group 21,Pharmacy,South,Commercial,52,13098.81,9378.72,8078.6,7059.29,0.6167430476508935,0.7159978654549535,2319.4299999999994,0.328564204048849,Above benchmark
PRV018,Provider Group 18,Pharmacy,Northeast,Commercial,37,14451.53,10325.99,9119.42,8026.51,0.6310349146422558,0.714525728417683,2299.4799999999996,0.28648565815030436,Above benchmark
PRV007,Provider Group 07,Emergency,South,Medicare Advantage,12,38513.26,23009.11,18366.100000000002,20723.69,0.4768773144626033,0.5974334553865344,2285.420000000002,0.1102805533184487,In range
PRV007,Provider Group 07,Outpatient,South,Medicare Advantage,31,84298.97,48897.13,43428.32,46614.28,0.5151702328035562,0.5800442164358591,2282.8499999999985,0.048973190189787304,In range
PRV011,Provider Group 11,Pharmacy,Midwest,Commercial,36,12517.47,9167.84,7931.37,6887.87,0.6336240470318683,0.7324035927387883,2279.9700000000003,0.3310123448903653,Above benchmark
PRV006,Provider Group 06,Outpatient,West,Exchange,12,23192.39,14726.67,13299.12,12487.720000000001,0.573426024657226,0.6349785425305456,2238.949999999999,0.17929213659499083,In range
PRV018,Provider Group 18,Outpatient,Northeast,Medicare Advantage,30,73280.06999999999,42365.630000000005,35840.04,40130.2,0.48908304809206654,0.5781330449056614,2235.4300000000076,0.055704432073600624,In range
PRV020,Provider Group 20,Emergency,South,Exchange,5,12360.41,7940.43,4421.85,5712.65,0.3577429874898972,0.6424083019899826,2227.7800000000007,0.3899731298084078,Above benchmark
PRV015,Provider Group 15,Outpatient,Midwest,Medicare Advantage,25,45409.13,26747.62,23279.16,24572.68,0.5126537328506404,0.5890361695984927,2174.9399999999987,0.08851049214005141,In range
PRV014,Provider Group 14,Pharmacy,West,Commercial,38,11657.11,8439.94,7046.28,6266.44,0.6044619978708273,0.7240165015170998,2173.500000000001,0.3468476519363468,Above benchmark
PRV035,Provider Group 35,Inpatient,South,Exchange,4,33513.130000000005,21503.55,19020.37,19371.07,0.5675497931706169,0.64164552818552,2132.4799999999996,0.11008581353533901,In range
PRV037,Provider Group 37,Imaging,Northeast,Commercial,16,11385.73,8418.66,7270.0199999999995,6286.43,0.6385203232467308,0.7394045001945417,2132.2299999999996,0.33917978884676986,Above benchmark
PRV035,Provider Group 35,Emergency,South,Medicare Advantage,15,33681.46,20173.11,16991.12,18045.54,0.5044650677256864,0.5989381101650582,2127.5699999999997,0.1179000462164058,In range
PRV013,Provider Group 13,Emergency,South,Medicare Advantage,14,25192.56,14913.95,11320.75,12786.65,0.44936878189433704,0.591998193117333,2127.300000000001,0.16636882999065442,In range
PRV028,Provider Group 28,Outpatient,Northeast,Exchange,11,20329.53,12860.7,11372.04,10764.45,0.5593852882973684,0.6326117721363947,2096.25,0.1947382355810097,In range
PRV016,Provider Group 16,Imaging,Northeast,Commercial,16,12880.21,9296.19,8411.08,7201.64,0.6530235143681664,0.721742114453103,2094.55,0.2908434745419099,Above benchmark
PRV005,Provider Group 05,Pharmacy,Northeast,Commercial,40,14312.68,10138.630000000001,8360.95,8053.41,0.5841638323500561,0.7083669864763273,2085.220000000001,0.2589238595824627,Above benchmark
PRV040,Provider Group 40,Outpatient,South,Medicare Advantage,25,46968.48,27053.12,22283.13,24981.92,0.4744273180652216,0.5759845751874448,2071.2000000000007,0.08290795903597485,In range
PRV020,Provider Group 20,Outpatient,South,Exchange,12,23653.64,15566.650000000001,11453.39,13501.85,0.48421257785271105,0.6581080121283659,2064.800000000001,0.1529271914589483,In range
PRV015,Provider Group 15,Inpatient,Midwest,Exchange,5,37481.57,23644.010000000002,21304.38,21588.95,0.5683961477600858,0.630816958841372,2055.0600000000013,0.09519036358878043,In range
PRV038,Provider Group 38,Pharmacy,South,Commercial,35,11983.49,8744.93,7592.46,6690.89,0.633576695937494,0.7297481785356353,2054.04,0.3069905498371666,Above benchmark
PRV028,Provider Group 28,Pharmacy,Northeast,Commercial,38,12176.14,8424.44,7215.85,6371.08,0.5926221281949781,0.6918810066244311,2053.3600000000006,0.3222938654042958,Above benchmark
PRV040,Provider Group 40,Outpatient,South,Exchange,12,23361.96,14570.21,12645.470000000001,12521.65,0.5412846353644986,0.6236724144720734,2048.5599999999995,0.16360144230193302,In range
PRV034,Provider Group 34,Emergency,Midwest,Medicare Advantage,10,30677.42,17601.33,15306.55,15560.34,0.4989516719463371,0.5737552245267041,2040.9900000000016,0.1311661570376998,In range
PRV030,Provider Group 30,Emergency,South,Medicare Advantage,11,26642.19,16042.66,14294.53,14010.79,0.5365373492194149,0.6021524506806686,2031.869999999999,0.14502180105475843,In range
PRV035,Provider Group 35,Pharmacy,South,Commercial,36,12209.04,8770.08,7777.08,6747.53,0.636993571976175,0.7183267480489866,2022.5500000000002,0.29974672213387715,Above benchmark
PRV032,Provider Group 32,Inpatient,West,Medicare Advantage,11,128069.74,70708.63,64706.07,68688.42,0.5052408945313701,0.552110357997135,2020.2100000000064,0.029411216621375285,In range
PRV016,Provider Group 16,Emergency,Northeast,Medicare Advantage,11,30033.03,17672.35,14887.72,15652.5,0.4957115549113759,0.5884304713843391,2019.8499999999985,0.12904328382047586,In range
PRV020,Provider Group 20,Outpatient,South,Medicare Advantage,24,59656.97,34773.9,30357.02,32757.91,0.5088595682952051,0.5828975222844874,2015.9900000000016,0.06154208250770582,In range
PRV037,Provider Group 37,Pharmacy,Northeast,Commercial,44,13732.19,9790.21,8671.36,7782.79,0.6314622795053083,0.7129387228111466,2007.4199999999992,0.25793063926946497,Above benchmark
PRV040,Provider Group 40,Pharmacy,South,Commercial,42,13576.28,9561.87,8320.58,7577.71,0.6128762812788187,0.7043070708618266,1984.1600000000008,0.26184163817301015,Above benchmark
PRV030,Provider Group 30,Outpatient,South,Medicare Advantage,29,54431.27,31697.78,27737.14,29714.32,0.5095809816673394,0.5823450380635984,1983.4599999999991,0.06675098067194535,In range
PRV034,Provider Group 34,Outpatient,Midwest,Exchange,12,26901.46,17183.45,12377.92,15224.58,0.46012075181049655,0.6387552943223156,1958.8700000000008,0.12866496152931647,In range
PRV007,Provider Group 07,Pharmacy,South,Commercial,37,12084.07,8766.32,7296.32,6818.14,0.6037965685402352,0.7254443246356567,1948.1799999999994,0.2857348191735575,Above benchmark
PRV011,Provider Group 11,Imaging,Midwest,Commercial,16,13986.3,9814.41,8313.79,7880.6900000000005,0.5944238290326964,0.7017159649085176,1933.7199999999993,0.24537445325218973,Above benchmark
PRV018,Provider Group 18,Emergency,Northeast,Exchange,4,12569.65,7937.03,4841.48,6019.5,0.38517222038799803,0.6314439940650695,1917.5299999999997,0.31855303596644235,Above benchmark
PRV032,Provider Group 32,Outpatient,West,Exchange,9,13350.88,8770.85,7694.46,6861.22,0.5763260549117362,0.6569492048464222,1909.63,0.2783222225784919,Above benchmark
PRV004,Provider Group 04,Pharmacy,South,Commercial,32,14029.87,9667.33,8448.95,7774.62,0.6022115671777429,0.6890534267245526,1892.71,0.24344726816230247,Above benchmark
PRV005,Provider Group 05,Emergency,Northeast,Medicare Advantage,7,17265.96,10235.51,6409.12,8344.44,0.37119974794335214,0.5928144163429083,1891.0699999999997,0.22662635239752454,Above benchmark
PRV023,Provider Group 23,Pharmacy,West,Commercial,30,10511.58,7551.37,6043.14,5675.67,0.5749031068592924,0.7183858183070481,1875.6999999999998,0.3304808066712828,Above benchmark
PRV009,Provider Group 09,Pharmacy,Northeast,Commercial,33,10436.84,7518.37,6382.63,5646.3,0.6115481314267537,0.7203684256920677,1872.0699999999997,0.33155694879832803,Above benchmark
PRV033,Provider Group 33,Imaging,Midwest,Commercial,13,11586.1,8369.41,7507.42,6512.93,0.6479678235126574,0.7223664563571865,1856.4799999999996,0.285045286837107,Above benchmark
PRV019,Provider Group 19,Pharmacy,West,Commercial,32,9461.47,6911.12,5978.62,5070.34,0.6318912388878262,0.7304488625974611,1840.7799999999997,0.3630486318471739,Above benchmark
PRV002,Provider Group 02,Outpatient,Midwest,Medicare Advantage,24,43843.57,25955.88,20988.92,24115.13,0.47872287772186434,0.5920110976364379,1840.75,0.07633174691573298,In range
PRV013,Provider Group 13,Pharmacy,South,Commercial,47,11446.9,8250.08,6941.2300000000005,6409.81,0.6063851348400005,0.7207261354602557,1840.2699999999995,0.2871021137912043,Above benchmark
PRV003,Provider Group 03,Pharmacy,West,Commercial,35,10768.2,7708.41,6644.44,5869.39,0.6170427740940918,0.7158494455897921,1839.0199999999995,0.31332387181632154,Above benchmark
PRV038,Provider Group 38,Outpatient,South,Exchange,8,16422.09,10243.65,9258.59,8406.210000000001,0.5637887747540051,0.623772613595468,1837.4399999999987,0.2185812631376088,Above benchmark
PRV016,Provider Group 16,Pharmacy,Northeast,Commercial,35,10630.09,7841.91,6925.49,6005.94,0.6514987173203614,0.7377087117794863,1835.9700000000003,0.30569236455908655,Above benchmark
PRV014,Provider Group 14,Outpatient,West,Exchange,16,29408.39,17864.15,15741.15,16030.76,0.535260515791582,0.6074507989046664,1833.3900000000012,0.11436700443397575,In range
PRV032,Provider Group 32,Pharmacy,West,Commercial,39,10865.97,7840.56,7043.46,6013.63,0.6482127228402067,0.721570186554905,1826.9300000000003,0.30379820507746574,Above benchmark
PRV024,Provider Group 24,Outpatient,West,Exchange,12,22525.36,14509.43,11659.140000000001,12683.630000000001,0.5176006066051775,0.6441375409760377,1825.7999999999993,0.14394932680943856,In range
PRV014,Provider Group 14,Emergency,West,Exchange,10,15088.35,9300.65,7686.820000000001,7476.01,0.5094539827085135,0.6164126627497374,1824.6399999999994,0.244066019173329,Above benchmark
PRV008,Provider Group 08,Inpatient,South,Medicare Advantage,11,119758.28,69987.35,55746.89,68164.34,0.4654950789206391,0.5844051033465077,1823.0100000000093,0.026744335821340153,In range
PRV006,Provider Group 06,Pharmacy,West,Commercial,33,11108.83,7855.29,7080.15,6044.74,0.6373443467943969,0.707121271997141,1810.5500000000002,0.29952487617333423,Above benchmark
PRV037,Provider Group 37,Emergency,Northeast,Exchange,7,17266.34,11180.39,9916.49,9370.13,0.5743249582714113,0.6475251848394042,1810.2600000000002,0.19319475823707893,In range
PRV006,Provider Group 06,Imaging,West,Commercial,17,13804.14,9455.68,8357.16,7651.21,0.6054096814433931,0.6849887062866648,1804.4700000000003,0.235841128396685,Above benchmark
PRV016,Provider Group 16,Outpatient,Northeast,Medicare Advantage,28,44562.59,25645.65,22548.3,23849.95,0.5059916849536797,0.5754972949283245,1795.7000000000007,0.07529156245610581,In range
PRV015,Provider Group 15,Pharmacy,Midwest,Commercial,40,9878.41,7129.4,6036.68,5336.73,0.6110983447741084,0.7217153367799068,1792.67,0.3359116912416405,Above benchmark
PRV009,Provider Group 09,Emergency,Northeast,Exchange,7,13780.99,8641.44,6728.3,6870.9400000000005,0.4882305262539194,0.6270550954612115,1770.5,0.2576794441517463,Above benchmark
PRV034,Provider Group 34,Pharmacy,Midwest,Commercial,35,10798.960000000001,7733.12,6847.72,5973.34,0.6341092105165682,0.7160985872713668,1759.7799999999997,0.29460569798471203,Above benchmark
PRV013,Provider Group 13,Imaging,South,Commercial,17,11198.47,8068.69,6097.21,6314.89,0.544468128235375,0.7205171777930378,1753.7999999999993,0.27772455260503337,Above benchmark
PRV008,Provider Group 08,Pharmacy,South,Commercial,28,10648.14,7752.29,6754.8099999999995,6000.39,0.6343652506447135,0.7280417049362612,1751.8999999999996,0.291964355650216,Above benchmark
PRV019,Provider Group 19,Outpatient,West,Medicare Advantage,31,48855.93,28611.43,24637.99,26866.85,0.5042988640273556,0.5856286023006828,1744.5800000000017,0.0649342963540572,In range
PRV036,Provider Group 36,Emergency,Northeast,Medicare Advantage,9,24863.63,14191.99,9472.380000000001,12448.02,0.38097333333869593,0.5707931625430397,1743.9699999999993,0.1401001926410786,In range
PRV039,Provider Group 39,Outpatient,Northeast,Medicare Advantage,24,52444.57,31005.78,28034.86,29263.92,0.5345617286975564,0.5912104913816626,1741.8600000000006,0.05952244265293237,In range
PRV012,Provider Group 12,Pharmacy,West,Commercial,30,9824.44,7111.09,6199.85,5401.94,0.6310639588617774,0.7238163193016599,1709.1500000000005,0.3163955912135271,Above benchmark
PRV002,Provider Group 02,Pharmacy,Midwest,Commercial,28,10637.49,7491.25,6067.16,5793.1,0.5703563528614363,0.7042309793005681,1698.1499999999996,0.2931332101983393,Above benchmark
PRV015,Provider Group 15,Outpatient,Midwest,Exchange,9,22119.78,14130.82,12055.74,12442.51,0.5450207913460261,0.638831850949693,1688.3099999999995,0.13568886020585874,In range
PRV023,Provider Group 23,Outpatient,West,Medicare Advantage,31,72559.66,42591.91,37334.77,40919.86,0.5145389325142923,0.5869915873365449,1672.050000000003,0.040861576750262654,In range
PRV025,Provider Group 25,Outpatient,South,Exchange,9,17155.58,11074.43,8633.37,9409.49,0.5032397622231367,0.6455293263183174,1664.9400000000005,0.1769426398242626,In range
PRV013,Provider Group 13,Outpatient,South,Medicare Advantage,25,41063.39,23533.98,20807.33,21871.23,0.5067124268113276,0.5731134229297679,1662.75,0.0760245308562893,In range
PRV010,Provider Group 10,Emergency,Midwest,Medicare Advantage,16,34490.28,19833.48,16296.279999999999,18176.99,0.47248906068608315,0.5750454910774861,1656.489999999998,0.09113114987684967,In range
PRV032,Provider Group 32,Emergency,West,Exchange,4,9678.26,6537.93,5678.389999999999,4883.68,0.5867160006034142,0.6755274191848535,1654.25,0.33873021983422336,Above benchmark
PRV001,Provider Group 01,Emergency,South,Medicare Advantage,11,29352.82,17169.12,14850.32,15516.75,0.5059248140383105,0.5849223345491166,1652.369999999999,0.10648943883222962,In range
PRV033,Provider Group 33,Pharmacy,Midwest,Commercial,33,10782.08,7679.56,6721.0,6032.8099999999995,0.6233491126016502,0.7122521813972814,1646.750000000001,0.2729656660826383,Above benchmark
PRV039,Provider Group 39,Pharmacy,Northeast,Commercial,26,9254.29,6673.17,5710.94,5030.06,0.617112712050303,0.7210893542346306,1643.1099999999997,0.3266581313145369,Above benchmark
PRV010,Provider Group 10,Pharmacy,Midwest,Commercial,30,9177.5,6640.75,5822.87,5002.49,0.6344723508580769,0.7235903023699265,1638.2600000000002,0.32748891052255985,Above benchmark
PRV022,Provider Group 22,Emergency,Midwest,Medicare Advantage,9,25221.48,14398.76,12783.0,12767.77,0.5068298926153422,0.5708927469759904,1630.9899999999998,0.12774274599244814,In range
PRV036,Provider Group 36,Outpatient,Northeast,Exchange,7,18319.46,11506.68,9739.9,9897.52,0.5316696016148947,0.6281124006930335,1609.1599999999999,0.1625821417890542,In range
PRV012,Provider Group 12,Imaging,West,Commercial,10,9427.89,6734.65,5800.83,5125.73,0.6152840137082635,0.7143326873775574,1608.92,0.313890899442616,Above benchmark
PRV002,Provider Group 02,Emergency,Midwest,Medicare Advantage,9,18639.510000000002,11358.84,6359.42,9757.5,0.34117956963460944,0.6093958478522236,1601.3400000000001,0.1641137586471945,In range
PRV022,Provider Group 22,Pharmacy,Midwest,Commercial,33,10423.94,7297.13,6360.83,5720.85,0.6102136044528268,0.7000356870818519,1576.2799999999997,0.2755324820612321,Above benchmark
PRV037,Provider Group 37,Emergency,Northeast,Medicare Advantage,12,28897.02,16946.7,13571.82,15385.66,0.46966157756059274,0.5864514749271724,1561.0400000000009,0.10146071081773553,In range
PRV039,Provider Group 39,Outpatient,Northeast,Exchange,12,26240.190000000002,16369.720000000001,14494.33,14836.94,0.5523713814572226,0.6238415194402175,1532.7800000000007,0.10330836412359964,In range
PRV011,Provider Group 11,Outpatient,Midwest,Exchange,12,20365.81,13164.19,11740.34,11637.21,0.5764730202236003,0.6463867629129408,1526.9800000000014,0.1312152998871724,In range
PRV022,Provider Group 22,Outpatient,Midwest,Exchange,9,15335.23,9799.880000000001,8964.59,8276.95,0.5845748645439293,0.6390435617855097,1522.9300000000003,0.18399652045741488,In range
PRV003,Provider Group 03,Emergency,West,Medicare Advantage,16,37186.85,20057.71,17563.23,18544.43,0.47229679308680356,0.53937641935254,1513.2799999999988,0.08160293953494385,In range
PRV012,Provider Group 12,Emergency,West,Medicare Advantage,8,21620.31,12794.43,11501.65,11285.89,0.5319835839541616,0.5917782862502896,1508.5400000000009,0.13366602013664858,In range
PRV020,Provider Group 20,Inpatient,South,Medicare Advantage,17,213439.69,120566.51,105614.64,119058.99,0.4948219330715857,0.5648738995076313,1507.5199999999895,0.01266195858036415,In range
PRV014,Provider Group 14,Outpatient,West,Medicare Advantage,17,40068.72,22891.170000000002,18335.94,21389.84,0.45761232203075114,0.5712977604475511,1501.3300000000017,0.07018893081949196,In range
PRV037,Provider Group 37,Outpatient,Northeast,Exchange,8,17362.0,10542.89,9057.59,9057.49,0.5216904734477594,0.6072393733440847,1485.3999999999996,0.16399686888972548,In range
PRV021,Provider Group 21,Outpatient,South,Exchange,13,21403.85,13413.19,11791.78,11944.8,0.5509186431413041,0.6266718370760401,1468.3900000000012,0.12293131739334281,In range
PRV014,Provider Group 14,Emergency,West,Medicare Advantage,10,26506.77,16026.35,10934.0,14563.4,0.41249839192025284,0.6046134629002327,1462.9500000000007,0.10045387752859915,In range
PRV011,Provider Group 11,Emergency,Midwest,Exchange,9,19555.14,12426.68,10962.42,10976.85,0.5605902079964654,0.6354687309832607,1449.83,0.13208069710344952,In range
PRV034,Provider Group 34,Imaging,Midwest,Commercial,11,12452.09,8772.31,7393.02,7326.96,0.5937171992814058,0.7044849499160382,1445.3499999999995,0.19726462270846293,In range
PRV029,Provider Group 29,Emergency,Northeast,Exchange,4,8073.83,5313.97,4641.71,3902.33,0.5749080671750582,0.6581721438276507,1411.6400000000003,0.3617428561910449,Above benchmark
PRV002,Provider Group 02,Outpatient,Midwest,Exchange,14,31277.66,19864.53,17241.149999999998,18453.69,0.5512288962793251,0.6351028177939142,1410.8400000000001,0.07645300208251034,In range
PRV010,Provider Group 10,Outpatient,Midwest,Medicare Advantage,31,63223.97,36775.84,31298.37,35365.31,0.495039618676271,0.5816755891792306,1410.5299999999988,0.03988456484617267,In range
PRV027,Provider Group 27,Pharmacy,South,Commercial,28,10433.48,7363.74,6001.25,5962.55,0.5751915947507448,0.7057798548518807,1401.1899999999996,0.2349984486503257,Above benchmark
PRV033,Provider Group 33,Emergency,Midwest,Medicare Advantage,8,18223.69,10871.43,7644.67,9470.44,0.41949078369967885,0.5965548140908894,1400.9899999999998,0.14793293659006337,In range
PRV021,Provider Group 21,Imaging,South,Commercial,15,9148.52,6639.8,5792.01,5239.28,0.6331089618867314,0.7257785958821754,1400.5200000000004,0.26731153899009036,Above benchmark
PRV040,Provider Group 40,Emergency,South,Exchange,4,17393.25,11366.039999999999,9661.71,9966.47,0.5554861799836143,0.6534741925747056,1399.5699999999997,0.14042785459646193,In range
PRV007,Provider Group 07,Emergency,South,Exchange,5,16734.19,10772.31,9515.439999999999,9410.73,0.5686226820658783,0.6437305898881273,1361.58,0.14468378117319272,In range
PRV018,Provider Group 18,Outpatient,Northeast,Exchange,12,27958.49,17247.59,15515.33,15921.04,0.5549416295372175,0.616899911261302,1326.5499999999993,0.08332056197333837,In range
PRV024,Provider Group 24,Emergency,West,Exchange,7,17358.1,10802.1,9602.27,9508.779999999999,0.5531866967006759,0.6223088932544462,1293.3200000000015,0.13601324249798624,In range
PRV038,Provider Group 38,Emergency,South,Medicare Advantage,13,30220.25,17001.260000000002,13832.94,15717.11,0.4577374442633665,0.5625784035539084,1284.1500000000015,0.08170395193518411,In range
PRV023,Provider Group 23,Emergency,West,Exchange,7,17973.059999999998,12109.58,10779.960000000001,10827.19,0.5997843439013725,0.6737628428325506,1282.3899999999994,0.11844162705189429,In range
PRV002,Provider Group 02,Emergency,Midwest,Exchange,6,20924.79,12788.28,11734.130000000001,11510.27,0.5607764761318991,0.6111545205471596,1278.0100000000002,0.111032147812345,In range
PRV008,Provider Group 08,Emergency,South,Medicare Advantage,7,19904.0,11154.99,9851.28,9877.07,0.4949397106109325,0.5604396101286173,1277.92,0.12938249906095634,In range
PRV007,Provider Group 07,Imaging,South,Medicare Advantage,11,13650.33,8236.95,7266.92,6959.92,0.5323622212796321,0.6034249721435306,1277.0300000000007,0.1834834308440328,In range
PRV031,Provider Group 31,Outpatient,South,Medicare Advantage,32,54720.4,31844.73,27208.74,30575.92,0.49723211087638247,0.5819535310414398,1268.8100000000013,0.04149703426748897,In range
PRV028,Provider Group 28,Emergency,Northeast,Medicare Advantage,13,34426.8,20675.0,17022.75,19425.08,0.4944621631984384,0.6005495718451903,1249.9199999999983,0.06434568094442844,In range
PRV025,Provider Group 25,Inpatient,South,Exchange,6,61636.5,37876.2,34135.48,36626.67,0.5538192467125811,0.6145092599352656,1249.5299999999988,0.034115304503521585,In range
PRV011,Provider Group 11,Inpatient,Midwest,Managed Medicaid,9,117808.66,57152.64,50218.09,55911.83,0.4262682386846603,0.48513105912587406,1240.8099999999977,0.02219226235306549,In range
PRV009,Provider Group 09,Outpatient,Northeast,Exchange,13,31085.15,19424.24,17225.48,18185.07,0.5541385516878637,0.6248720047997195,1239.170000000002,0.06814216277418794,In range
PRV026,Provider Group 26,Outpatient,Northeast,Medicare Advantage,29,56700.48,32536.95,27714.26,31298.11,0.48878351647111273,0.5738390574471327,1238.8400000000001,0.03958194280740914,In range
PRV017,Provider Group 17,Emergency,South,Medicare Advantage,16,55409.46,32327.489999999998,23038.79,31089.07,0.4157916355799172,0.5834290751073914,1238.4199999999983,0.039834578519074335,In range
PRV038,Provider Group 38,Professional,South,Exchange,21,8973.8,5825.25,4970.6900000000005,4602.23,0.5539113864806438,0.649139717845283,1223.0200000000004,0.26574508444819156,Above benchmark
PRV005,Provider Group 05,Inpatient,Northeast,Medicare Advantage,9,77305.68,44145.39,39386.25,42922.43,0.5094871424712907,0.571049759862406,1222.9599999999991,0.02849232906897394,In range
PRV012,Provider Group 12,Emergency,West,Exchange,4,11266.81,7166.85,3498.48,5965.35,0.3105120260304381,0.6361028543128002,1201.5,0.20141316100480272,Above benchmark
PRV009,Provider Group 09,Imaging,Northeast,Exchange,8,9640.08,6601.95,4971.57,5401.17,0.5157187492219981,0.6848439017103592,1200.7799999999997,0.22231849765884054,Above benchmark
PRV028,Provider Group 28,Inpatient,Northeast,Exchange,1,8682.72,6371.3,5943.62,5180.71,0.6845343394696594,0.7337907936683437,1190.5900000000001,0.22981212999762585,Above benchmark
PRV025,Provider Group 25,Imaging,South,Commercial,9,9487.66,6530.18,5800.52,5349.03,0.6113751968346253,0.6882814097469766,1181.1500000000005,0.22081573668496915,Above benchmark
PRV030,Provider Group 30,Emergency,South,Exchange,6,13713.28,8812.91,7375.32,7650.36,0.5378231903672935,0.6426551488775843,1162.5500000000002,0.1519601691946523,In range
PRV035,Provider Group 35,Outpatient,South,Medicare Advantage,25,65754.42,37846.23,32216.49,36695.73,0.4899517021061094,0.5755693685686833,1150.5,0.03135242165777871,In range
PRV011,Provider Group 11,Emergency,Midwest,Medicare Advantage,14,32324.93,18537.25,15725.37,17395.93,0.48647808363390116,0.5734660523626811,1141.3199999999997,0.0656084497925664,In range
PRV009,Provider Group 09,Emergency,Northeast,Medicare Advantage,6,15581.48,9392.84,4573.6,8259.37,0.2935279575496038,0.60282078467514,1133.4699999999993,0.13723443797771492,In range
PRV032,Provider Group 32,Outpatient,West,Medicare Advantage,36,56666.35,32758.31,29085.5,31627.72,0.513276397721046,0.5780910540382432,1130.5900000000001,0.03574680691494676,In range
PRV026,Provider Group 26,Emergency,Northeast,Medicare Advantage,13,32149.149999999998,18873.37,15703.91,17744.39,0.48847045722826266,0.5870565784787467,1128.9799999999996,0.06362461600539661,In range
PRV017,Provider Group 17,Outpatient,South,Medicare Advantage,29,78673.08,45036.89,37676.47,43915.840000000004,0.4788991355111558,0.5724561692512864,1121.0499999999956,0.0255272357308888,In range
PRV004,Provider Group 04,Professional,South,Exchange,16,10349.1,6607.99,5760.41,5497.92,0.5566097535051356,0.6385086625890174,1110.0699999999997,0.20190726674815196,Above benchmark
PRV021,Provider Group 21,Outpatient,South,Medicare Advantage,23,31708.2,18446.37,15999.71,17336.88,0.5045921875098555,0.581753931159763,1109.489999999998,0.06399594390686202,In range
PRV001,Provider Group 01,Imaging,South,Exchange,3,5903.16,3968.42,3295.14,2867.7200000000003,0.558199337304088,0.672253504902459,1100.6999999999998,0.3838240832438312,Above benchmark
PRV027,Provider Group 27,Inpatient,South,Medicare Advantage,9,82730.36,44661.26,39646.59,43579.04,0.4792266104003415,0.5398412384522442,1082.2200000000012,0.024833497938458515,In range
PRV020,Provider Group 20,Emergency,South,Medicare Advantage,13,29308.84,16716.86,14191.52,15640.32,0.4842061303006192,0.5703692128381744,1076.5400000000009,0.06883107251002543,In range
PRV028,Provider Group 28,Professional,Northeast,Exchange,18,8075.09,5231.78,4712.3,4159.7699999999995,0.5835600593925269,0.647891230933649,1072.0100000000002,0.2577089598703775,Above benchmark
PRV012,Provider Group 12,Professional,West,Medicare Advantage,46,25590.33,15002.51,13113.21,13949.55,0.5124283274189898,0.5862569962950849,1052.960000000001,0.07548343853385958,In range
PRV004,Provider Group 04,Outpatient,South,Exchange,4,10882.79,6845.51,6076.74,5796.54,0.5583807093585376,0.629021601997282,1048.9700000000003,0.18096485144586258,In range
PRV028,Provider Group 28,Outpatient,Northeast,Medicare Advantage,23,34761.33,20104.43,17875.18,19082.06,0.5142260091889465,0.5783561791220301,1022.369999999999,0.053577548755218196,In range
