provider_id,provider_name,service_category,baseline_paid_amount,simulated_paid_amount,baseline_benchmark_variance,simulated_benchmark_variance,member_months,total_claims,dollar_impact,percent_impact,pmpm_impact,benchmark_variance_impact,scenario_name,risk_rank,scenario_type
PRV038,Provider Group 38,Professional,41175.47,43234.243500000004,7549.379999999999,9881.299500000001,9549,161,2058.773500000003,0.05000000000000007,0.21560095297936988,2331.919500000002,Reimbursement rate change +5%,134,rate_change
PRV007,Provider Group 07,Professional,40596.96,42626.808000000005,7485.51,9789.296500000002,9584,143,2029.8480000000054,0.050000000000000135,0.2117954924874797,2303.786500000002,Reimbursement rate change +5%,135,rate_change
PRV006,Provider Group 06,Professional,40044.03,42046.2315,7039.37,9316.731000000002,9547,164,2002.2015000000029,0.05000000000000007,0.20972048811144892,2277.3610000000017,Reimbursement rate change +5%,136,rate_change
PRV039,Provider Group 39,Professional,39834.73,41826.4665,5996.82,8251.422500000002,9583,150,1991.736499999999,0.049999999999999975,0.20784060315141387,2254.6025000000027,Reimbursement rate change +5%,137,rate_change
PRV028,Provider Group 28,Professional,39295.86,41260.653,7442.16,9666.108500000002,9586,161,1964.7929999999978,0.04999999999999995,0.2049648445649904,2223.9485000000022,Reimbursement rate change +5%,138,rate_change
PRV025,Provider Group 25,Professional,39266.27,41229.5835,6968.0599999999995,9190.088000000002,9556,141,1963.3135000000038,0.0500000000000001,0.20545348472164127,2222.028000000002,Reimbursement rate change +5%,139,rate_change
PRV035,Provider Group 35,Professional,38160.52,40068.546,6145.99,8316.655500000003,9542,144,1908.0260000000053,0.05000000000000014,0.19996080486271278,2170.665500000003,Reimbursement rate change +5%,140,rate_change
PRV040,Provider Group 40,Professional,38149.59,40057.069500000005,6553.11,8730.7,9589,151,1907.4795000000086,0.05000000000000023,0.19892371467306377,2177.590000000001,Reimbursement rate change +5%,141,rate_change
PRV014,Provider Group 14,Professional,37956.34,39854.157,5668.65,7814.619500000002,9579,153,1897.8170000000027,0.05000000000000008,0.1981226641611862,2145.969500000002,Reimbursement rate change +5%,142,rate_change
PRV033,Provider Group 33,Professional,36265.86,38079.153,5564.24,7619.673500000002,9599,156,1813.2929999999978,0.04999999999999994,0.18890436503802457,2055.433500000002,Reimbursement rate change +5%,143,rate_change
PRV031,Provider Group 31,Professional,36146.81,37954.1505,5059.719999999999,7098.818000000002,9510,169,1807.3405000000057,0.05000000000000016,0.19004631966351268,2039.0980000000027,Reimbursement rate change +5%,144,rate_change
PRV027,Provider Group 27,Professional,35982.88,37782.024000000005,5258.83,7301.9270000000015,9558,149,1799.1440000000075,0.05000000000000021,0.18823435865243854,2043.0970000000016,Reimbursement rate change +5%,145,rate_change
PRV024,Provider Group 24,Professional,35855.07,37647.8235,5485.65,7514.769000000002,9588,134,1792.753499999999,0.04999999999999997,0.18697887984981215,2029.1190000000024,Reimbursement rate change +5%,146,rate_change
PRV011,Provider Group 11,Professional,35594.08,37373.784,5661.41,7692.013000000002,9609,133,1779.703999999998,0.04999999999999994,0.18521219689874055,2030.6030000000019,Reimbursement rate change +5%,147,rate_change
PRV031,Provider Group 31,Emergency,35030.28,36781.794,3306.3199999999997,5260.411500000001,9595,34,1751.5140000000029,0.050000000000000086,0.18254445023449742,1954.0915000000014,Reimbursement rate change +5%,148,rate_change
PRV003,Provider Group 03,Professional,34585.62,36314.901,6309.29,8273.166500000003,9594,158,1729.2809999999954,0.049999999999999864,0.18024609130706643,1963.876500000003,Reimbursement rate change +5%,149,rate_change
PRV015,Provider Group 15,Professional,32688.09,34322.4945,4265.8,6132.334500000002,9505,140,1634.4045000000006,0.05000000000000002,0.17195207785376124,1866.5345000000016,Reimbursement rate change +5%,150,rate_change
PRV009,Provider Group 09,Imaging,32400.65,34020.6825,4870.76,6716.305500000001,9496,53,1620.0325000000012,0.05000000000000003,0.17060156908171875,1845.545500000001,Reimbursement rate change +5%,151,rate_change
PRV019,Provider Group 19,Professional,31822.99,33414.139500000005,4690.7300000000005,6497.871500000002,9564,148,1591.1495000000032,0.0500000000000001,0.16636862191551685,1807.1415000000015,Reimbursement rate change +5%,152,rate_change
PRV030,Provider Group 30,Professional,31406.64,32976.972,4990.08,6751.663000000001,9568,130,1570.3320000000022,0.05000000000000007,0.16412332775919755,1761.5830000000014,Reimbursement rate change +5%,153,rate_change
PRV023,Provider Group 23,Professional,31342.12,32909.226,5792.74,7575.912000000001,9571,136,1567.1060000000034,0.05000000000000011,0.1637348239473413,1783.1720000000014,Reimbursement rate change +5%,154,rate_change
PRV037,Provider Group 37,Professional,31074.41,32628.130500000003,4656.5,6428.663000000001,9562,148,1553.720500000003,0.0500000000000001,0.16248907132399112,1772.1630000000014,Reimbursement rate change +5%,155,rate_change
PRV015,Provider Group 15,Emergency,30738.94,32275.887000000002,3792.7700000000004,5518.429000000002,9548,34,1536.9470000000038,0.05000000000000013,0.16097056975282822,1725.6590000000015,Reimbursement rate change +5%,156,rate_change
PRV032,Provider Group 32,Professional,30663.29,32196.4545,4440.97,6169.169000000002,9602,151,1533.164499999999,0.04999999999999996,0.15967137054780242,1728.1990000000014,Reimbursement rate change +5%,157,rate_change
PRV007,Provider Group 07,Imaging,30608.36,32138.778000000002,4880.94,6622.446500000001,9514,48,1530.4180000000015,0.050000000000000044,0.16085957536262366,1741.5065000000013,Reimbursement rate change +5%,158,rate_change
PRV018,Provider Group 18,Imaging,29607.0,31087.350000000002,4369.07,6027.165000000001,9547,49,1480.3500000000022,0.05000000000000007,0.15505918089452206,1658.0950000000012,Reimbursement rate change +5%,159,rate_change
PRV021,Provider Group 21,Professional,29511.23,30986.791500000003,5566.68,7228.369000000002,9577,151,1475.5615000000034,0.050000000000000114,0.15407345724130767,1661.6890000000021,Reimbursement rate change +5%,160,rate_change
PRV022,Provider Group 22,Professional,29102.54,30557.667,4654.84,6297.251000000002,9602,123,1455.1270000000004,0.05000000000000001,0.15154415746719438,1642.4110000000019,Reimbursement rate change +5%,161,rate_change
PRV039,Provider Group 39,Imaging,28829.21,30270.6705,5006.73,6646.377000000001,9537,42,1441.460500000001,0.05000000000000004,0.15114401803502162,1639.6470000000018,Reimbursement rate change +5%,162,rate_change
PRV004,Provider Group 04,Imaging,28185.81,29595.1005,4737.629999999999,6349.785000000001,9578,36,1409.2904999999992,0.04999999999999997,0.14713828565462508,1612.1550000000016,Reimbursement rate change +5%,163,rate_change
PRV029,Provider Group 29,Imaging,27949.99,29347.4895,2417.8199999999997,4018.855000000001,9584,48,1397.499499999998,0.049999999999999926,0.14581589106844722,1601.0350000000012,Reimbursement rate change +5%,164,rate_change
PRV008,Provider Group 08,Imaging,27687.99,29072.3895,3377.2,4944.651500000002,9528,47,1384.3994999999995,0.04999999999999998,0.1452980163727959,1567.451500000002,Reimbursement rate change +5%,165,rate_change
PRV023,Provider Group 23,Imaging,27360.079999999998,28728.084000000003,4259.57,5818.723500000001,9550,48,1368.0040000000045,0.05000000000000017,0.14324649214659732,1559.1535000000013,Reimbursement rate change +5%,166,rate_change
PRV013,Provider Group 13,Professional,27345.64,28712.922000000002,3221.62,4772.558000000001,9607,147,1367.2820000000029,0.05000000000000011,0.14232143228895627,1550.938000000001,Reimbursement rate change +5%,167,rate_change
PRV010,Provider Group 10,Imaging,27110.41,28465.930500000002,4051.6600000000003,5592.107500000002,9546,42,1355.5205000000024,0.050000000000000086,0.1419987953069351,1540.4475000000016,Reimbursement rate change +5%,168,rate_change
PRV036,Provider Group 36,Imaging,26998.57,28348.4985,3667.7999999999997,5172.978500000001,9503,47,1349.9285000000018,0.050000000000000065,0.14205287803851435,1505.1785000000013,Reimbursement rate change +5%,169,rate_change
PRV001,Provider Group 01,Imaging,26939.97,28286.9685,4510.5199999999995,6043.290000000001,9529,40,1346.9984999999979,0.04999999999999992,0.14135780249763857,1532.7700000000013,Reimbursement rate change +5%,170,rate_change
PRV017,Provider Group 17,Imaging,26883.170000000002,28227.328500000003,4063.7200000000003,5601.433000000002,9528,42,1344.1585000000014,0.050000000000000044,0.14107456968933685,1537.7130000000016,Reimbursement rate change +5%,171,rate_change
PRV014,Provider Group 14,Imaging,25930.15,27226.6575,4262.820000000001,5737.185500000002,9533,48,1296.5074999999997,0.04999999999999999,0.13600204552606732,1474.3655000000017,Reimbursement rate change +5%,172,rate_change
PRV016,Provider Group 16,Professional,24943.0,26190.15,4141.99,5555.670500000001,9599,122,1247.1500000000015,0.05000000000000006,0.12992499218668627,1413.6805000000013,Reimbursement rate change +5%,173,rate_change
PRV026,Provider Group 26,Imaging,24174.1,25382.805,3887.14,5273.497500000001,9580,40,1208.7050000000017,0.05000000000000007,0.1261696242171192,1386.3575000000014,Reimbursement rate change +5%,174,rate_change
PRV003,Provider Group 03,Imaging,24162.77,25370.9085,2964.6499999999996,4310.026500000001,9383,47,1208.138500000001,0.05000000000000004,0.1287582329745285,1345.3765000000012,Reimbursement rate change +5%,175,rate_change
PRV040,Provider Group 40,Imaging,23667.92,24851.316000000003,3829.56,5155.268000000002,9546,50,1183.3960000000043,0.05000000000000018,0.12396773517703795,1325.708000000002,Reimbursement rate change +5%,176,rate_change
PRV038,Provider Group 38,Imaging,23408.39,24578.8095,3549.6400000000003,4863.847000000002,9584,38,1170.4195,0.05,0.12212223497495826,1314.2070000000012,Reimbursement rate change +5%,177,rate_change
PRV020,Provider Group 20,Imaging,23076.05,24229.8525,4214.97,5527.325000000002,9375,40,1153.8025000000016,0.05000000000000007,0.12307226666666683,1312.3550000000014,Reimbursement rate change +5%,178,rate_change
PRV027,Provider Group 27,Imaging,22884.25,24028.4625,4272.72,5589.397500000001,9537,41,1144.2125000000015,0.050000000000000065,0.11997614553842943,1316.6775000000007,Reimbursement rate change +5%,179,rate_change
PRV005,Provider Group 05,Imaging,21915.93,23011.7265,4109.65,5354.220000000001,9500,41,1095.7965000000004,0.05000000000000002,0.11534700000000005,1244.5700000000015,Reimbursement rate change +5%,180,rate_change
PRV028,Provider Group 28,Imaging,20504.89,21530.1345,3655.44,4823.752500000001,9594,45,1025.2445000000007,0.05000000000000004,0.10686309151553061,1168.3125000000014,Reimbursement rate change +5%,181,rate_change
PRV011,Provider Group 11,Imaging,19956.71,20954.5455,1493.2599999999998,2627.8280000000004,9445,38,997.835500000001,0.05000000000000005,0.10564695606140827,1134.5680000000007,Reimbursement rate change +5%,182,rate_change
PRV012,Provider Group 12,Imaging,19308.36,20273.778000000002,1084.91,2195.881000000001,9547,38,965.4180000000015,0.05000000000000007,0.10112265633183215,1110.9710000000011,Reimbursement rate change +5%,183,rate_change
PRV025,Provider Group 25,Pharmacy,19231.54,20193.117000000002,2988.8599999999997,4096.081000000001,9602,99,961.5770000000011,0.05000000000000006,0.10014340762341191,1107.2210000000014,Reimbursement rate change +5%,184,rate_change
PRV025,Provider Group 25,Imaging,19101.35,20056.4175,1402.72,2477.754000000001,9566,33,955.067500000001,0.05000000000000006,0.09983979719841114,1075.0340000000008,Reimbursement rate change +5%,185,rate_change
PRV022,Provider Group 22,Imaging,18793.88,19733.574,2993.5600000000004,4059.7350000000015,9584,45,939.6939999999995,0.04999999999999997,0.09804820534223702,1066.175000000001,Reimbursement rate change +5%,186,rate_change
PRV035,Provider Group 35,Imaging,18627.31,19558.6755,2428.76,3494.898500000001,9583,38,931.3654999999999,0.04999999999999999,0.09718934571637274,1066.138500000001,Reimbursement rate change +5%,187,rate_change
PRV031,Provider Group 31,Imaging,18506.83,19432.1715,2900.25,3952.155500000001,9585,45,925.3414999999986,0.04999999999999992,0.0965405842462179,1051.9055000000012,Reimbursement rate change +5%,188,rate_change
PRV015,Provider Group 15,Imaging,18496.01,19420.8105,3074.7400000000002,4111.831000000001,9540,34,924.8005000000012,0.05000000000000007,0.09693925576519928,1037.0910000000008,Reimbursement rate change +5%,189,rate_change
PRV024,Provider Group 24,Imaging,18163.05,19071.2025,3032.56,4060.6190000000006,9464,29,908.1525000000001,0.05000000000000001,0.09595863271344042,1028.0590000000007,Reimbursement rate change +5%,190,rate_change
PRV004,Provider Group 04,Pharmacy,17340.87,18207.913500000002,2252.2799999999997,3243.5010000000007,9522,73,867.0435000000034,0.0500000000000002,0.0910568683049783,991.2210000000009,Reimbursement rate change +5%,191,rate_change
PRV019,Provider Group 19,Imaging,17334.34,18201.057,2903.5,3902.509500000001,9470,32,866.7170000000006,0.05000000000000003,0.09152238648363258,999.009500000001,Reimbursement rate change +5%,192,rate_change
PRV036,Provider Group 36,Pharmacy,16853.09,17695.7445,2738.01,3694.723500000001,9548,85,842.6545000000006,0.05000000000000003,0.08825455592794308,956.7135000000007,Reimbursement rate change +5%,193,rate_change
PRV026,Provider Group 26,Pharmacy,16487.64,17312.022,3144.88,4078.665000000001,9608,80,824.3820000000014,0.050000000000000086,0.08580162364696102,933.7850000000008,Reimbursement rate change +5%,194,rate_change
PRV032,Provider Group 32,Imaging,16312.210000000001,17127.8205,2631.31,3557.4990000000007,9556,44,815.6105000000007,0.05000000000000004,0.08535061741314365,926.1890000000008,Reimbursement rate change +5%,195,rate_change
PRV006,Provider Group 06,Imaging,16181.16,16990.218,894.8699999999999,1810.2250000000006,9475,36,809.0580000000009,0.05000000000000006,0.08538870712401064,915.3550000000007,Reimbursement rate change +5%,196,rate_change
PRV020,Provider Group 20,Pharmacy,15860.7,16653.735,2522.64,3426.7245000000007,9610,78,793.0349999999999,0.04999999999999999,0.08252185223725285,904.0845000000008,Reimbursement rate change +5%,197,rate_change
PRV018,Provider Group 18,Pharmacy,15818.62,16609.551,2094.7799999999997,2990.4880000000007,9579,75,790.9309999999987,0.04999999999999991,0.08256926610293336,895.708000000001,Reimbursement rate change +5%,198,rate_change
PRV030,Provider Group 30,Imaging,15596.880000000001,16376.724,2165.5099999999998,3047.9875000000006,9530,35,779.8439999999991,0.04999999999999994,0.08183043022035667,882.4775000000009,Reimbursement rate change +5%,199,rate_change
PRV024,Provider Group 24,Pharmacy,15393.23,16162.8915,2535.5400000000004,3408.802000000001,9493,74,769.6615000000002,0.05000000000000001,0.0810767407563468,873.2620000000006,Reimbursement rate change +5%,200,rate_change
PRV002,Provider Group 02,Imaging,15352.68,16120.314,3379.67,4249.041500000001,9599,26,767.634,0.05,0.07997020522971143,869.3715000000011,Reimbursement rate change +5%,201,rate_change
PRV017,Provider Group 17,Pharmacy,15303.39,16068.559500000001,2372.15,3253.423500000001,9555,69,765.1695000000018,0.05000000000000012,0.08008053375196252,881.2735000000007,Reimbursement rate change +5%,202,rate_change
PRV001,Provider Group 01,Pharmacy,15261.09,16024.1445,3446.94,4314.3015000000005,9588,73,763.0545000000002,0.05000000000000001,0.07958432415519401,867.3615000000004,Reimbursement rate change +5%,203,rate_change
PRV034,Provider Group 34,Imaging,14920.220000000001,15666.231000000002,1375.3700000000001,2210.872500000001,9581,28,746.0110000000004,0.050000000000000024,0.07786358417701705,835.5025000000007,Reimbursement rate change +5%,204,rate_change
PRV033,Provider Group 33,Imaging,14484.039999999999,15208.242,2254.37,3076.1995000000006,9540,30,724.2020000000011,0.05000000000000008,0.07591215932914058,821.8295000000007,Reimbursement rate change +5%,205,rate_change
PRV016,Provider Group 16,Imaging,14381.38,15100.449,2830.42,3634.3300000000004,9536,31,719.0690000000013,0.05000000000000009,0.07540572567114108,803.9100000000003,Reimbursement rate change +5%,206,rate_change
PRV005,Provider Group 05,Pharmacy,14195.4,14905.17,2313.07,3108.4725000000008,9556,77,709.7700000000004,0.05000000000000003,0.07427480117203855,795.4025000000006,Reimbursement rate change +5%,207,rate_change
PRV037,Provider Group 37,Pharmacy,14133.18,14839.839,2544.5299999999997,3340.2215000000006,9598,79,706.6589999999997,0.049999999999999975,0.07362565117732857,795.6915000000008,Reimbursement rate change +5%,208,rate_change
PRV033,Provider Group 33,Pharmacy,14096.74,14801.577000000001,2188.3900000000003,2990.2830000000013,9573,83,704.8370000000014,0.0500000000000001,0.07362759845398531,801.8930000000009,Reimbursement rate change +5%,209,rate_change
PRV014,Provider Group 14,Pharmacy,13878.22,14572.131000000001,2371.6600000000003,3164.4270000000006,9502,82,693.9110000000019,0.050000000000000135,0.0730278888655022,792.7670000000003,Reimbursement rate change +5%,210,rate_change
PRV037,Provider Group 37,Imaging,13633.0,14314.65,2341.89,3120.7740000000003,9528,30,681.6499999999996,0.049999999999999975,0.07154177162048694,778.8840000000005,Reimbursement rate change +5%,211,rate_change
PRV011,Provider Group 11,Pharmacy,13589.26,14268.723,2315.63,3090.7265000000007,9557,72,679.4629999999997,0.04999999999999998,0.07109584597677092,775.0965000000006,Reimbursement rate change +5%,212,rate_change
PRV034,Provider Group 34,Pharmacy,13533.8,14210.490000000002,2177.9100000000003,2946.636500000001,9507,77,676.6900000000023,0.050000000000000176,0.07117807930998236,768.7265000000007,Reimbursement rate change +5%,213,rate_change
PRV040,Provider Group 40,Pharmacy,13526.01,14202.310500000001,1806.5900000000001,2585.212000000001,9603,81,676.3005000000012,0.050000000000000086,0.07042596063730097,778.6220000000008,Reimbursement rate change +5%,214,rate_change
PRV035,Provider Group 35,Pharmacy,13471.16,14144.718,1909.44,2661.6075000000005,9523,76,673.5580000000009,0.050000000000000065,0.07072960201617147,752.1675000000005,Reimbursement rate change +5%,215,rate_change
PRV007,Provider Group 07,Pharmacy,12990.62,13640.151,1919.85,2664.363500000001,9573,73,649.530999999999,0.049999999999999926,0.06785030815836196,744.5135000000009,Reimbursement rate change +5%,216,rate_change
PRV038,Provider Group 38,Pharmacy,12673.85,13307.5425,2018.72,2747.5615000000007,9535,73,633.6924999999992,0.04999999999999993,0.06645962244362866,728.8415000000007,Reimbursement rate change +5%,217,rate_change
PRV021,Provider Group 21,Imaging,12629.6,13261.08,1727.0600000000002,2452.9140000000007,9422,37,631.4799999999996,0.04999999999999996,0.06702186372320097,725.8540000000005,Reimbursement rate change +5%,218,rate_change
PRV028,Provider Group 28,Pharmacy,12622.53,13253.656500000001,2892.03,3612.6675000000005,9523,71,631.1265000000003,0.050000000000000024,0.06627391578284157,720.6375000000003,Reimbursement rate change +5%,219,rate_change
PRV023,Provider Group 23,Pharmacy,12581.49,13210.5645,1767.68,2482.8330000000005,9538,71,629.0745000000006,0.05000000000000005,0.065954550220172,715.1530000000005,Reimbursement rate change +5%,220,rate_change
PRV008,Provider Group 08,Pharmacy,12547.89,13175.2845,1767.3700000000001,2486.1180000000004,9525,62,627.3945000000003,0.05000000000000003,0.06586818897637799,718.7480000000003,Reimbursement rate change +5%,221,rate_change
PRV009,Provider Group 09,Pharmacy,12514.52,13140.246000000001,2032.8400000000001,2752.274500000001,9563,73,625.7260000000006,0.050000000000000044,0.06543197741294579,719.4345000000008,Reimbursement rate change +5%,222,rate_change
PRV027,Provider Group 27,Pharmacy,12449.33,13071.7965,1292.18,1994.6330000000007,9606,75,622.4665000000005,0.05000000000000004,0.06479976056631277,702.4530000000007,Reimbursement rate change +5%,223,rate_change
PRV013,Provider Group 13,Pharmacy,11902.4,12497.52,1932.4399999999998,2606.2295000000004,9609,86,595.1200000000008,0.05000000000000007,0.06193360391299831,673.7895000000005,Reimbursement rate change +5%,224,rate_change
PRV006,Provider Group 06,Pharmacy,11902.05,12497.1525,1811.7599999999998,2478.9905000000003,9493,68,595.1025000000009,0.05000000000000008,0.06268855999157283,667.2305000000006,Reimbursement rate change +5%,225,rate_change
PRV022,Provider Group 22,Pharmacy,11854.37,12447.0885,1897.79,2569.0225000000005,9580,70,592.718499999999,0.04999999999999991,0.061870407098120986,671.2325000000005,Reimbursement rate change +5%,226,rate_change
PRV010,Provider Group 10,Pharmacy,11756.03,12343.8315,2116.83,2786.5160000000005,9532,73,587.8014999999996,0.04999999999999996,0.06166612463281573,669.6860000000006,Reimbursement rate change +5%,227,rate_change
PRV002,Provider Group 02,Pharmacy,11654.31,12237.0255,1710.8799999999999,2375.3510000000006,9608,69,582.7155000000002,0.050000000000000024,0.06064899042464615,664.4710000000007,Reimbursement rate change +5%,228,rate_change
PRV015,Provider Group 15,Pharmacy,11300.4,11865.42,1967.04,2607.5725000000007,9606,70,565.0200000000004,0.05000000000000004,0.058819487820112475,640.5325000000007,Reimbursement rate change +5%,229,rate_change
PRV013,Provider Group 13,Imaging,11265.14,11828.397,2240.23,2894.6975,9516,33,563.2570000000014,0.05000000000000013,0.059190521227406624,654.4675000000002,Reimbursement rate change +5%,230,rate_change
PRV039,Provider Group 39,Pharmacy,11228.46,11789.883,1628.8500000000001,2266.633500000001,9555,59,561.4230000000007,0.050000000000000065,0.05875698587127166,637.7835000000007,Reimbursement rate change +5%,231,rate_change
PRV016,Provider Group 16,Pharmacy,11113.73,11669.416500000001,1894.3100000000002,2525.3570000000004,9570,67,555.6865000000016,0.05000000000000015,0.05806546499477551,631.0470000000003,Reimbursement rate change +5%,232,rate_change
PRV032,Provider Group 32,Pharmacy,11084.08,11638.284,1841.26,2461.7775,9603,69,554.2039999999997,0.049999999999999975,0.05771154847443504,620.5175000000002,Reimbursement rate change +5%,233,rate_change
PRV003,Provider Group 03,Pharmacy,11067.57,11620.9485,1967.48,2588.1640000000007,9576,68,553.3785000000007,0.050000000000000065,0.05778806390977451,620.6840000000007,Reimbursement rate change +5%,234,rate_change
PRV012,Provider Group 12,Pharmacy,10667.98,11201.379,1386.65,1995.2520000000006,9451,59,533.3990000000013,0.05000000000000012,0.05643836631044347,608.6020000000005,Reimbursement rate change +5%,235,rate_change
PRV029,Provider Group 29,Pharmacy,10281.39,10795.4595,353.55000000000007,949.4340000000005,9514,61,514.0695000000014,0.05000000000000014,0.05403295143998333,595.8840000000005,Reimbursement rate change +5%,236,rate_change
PRV021,Provider Group 21,Pharmacy,10098.14,10603.047,2355.29,2925.3325000000004,9588,77,504.90700000000106,0.05000000000000011,0.05266030454735097,570.0425000000005,Reimbursement rate change +5%,237,rate_change
PRV019,Provider Group 19,Pharmacy,9551.34,10028.907,1891.62,2428.5705000000003,9566,60,477.5669999999991,0.049999999999999906,0.049923374451181175,536.9505000000004,Reimbursement rate change +5%,238,rate_change
PRV031,Provider Group 31,Pharmacy,8288.69,8703.1245,1089.13,1558.0470000000007,9594,62,414.4344999999994,0.049999999999999926,0.0431972587033562,468.9170000000006,Reimbursement rate change +5%,239,rate_change
PRV030,Provider Group 30,Pharmacy,7860.94,8253.987000000001,1064.6699999999998,1501.9860000000003,9584,53,393.0470000000014,0.050000000000000176,0.04101074707846425,437.3160000000005,Reimbursement rate change +5%,240,rate_change
PRV026,Provider Group 26,Lab,4580.09,4809.0945,631.73,890.5435000000002,9529,46,229.0045,0.05,0.024032374855703642,258.8135000000002,Reimbursement rate change +5%,241,rate_change
PRV009,Provider Group 09,Lab,4062.75,4265.8875,744.9499999999999,975.1530000000001,9574,44,203.13749999999982,0.049999999999999954,0.021217620639231233,230.2030000000002,Reimbursement rate change +5%,242,rate_change
PRV017,Provider Group 17,Lab,3751.16,3938.7180000000003,714.67,924.2825000000001,9608,38,187.55800000000045,0.05000000000000012,0.019521024146544594,209.61250000000018,Reimbursement rate change +5%,243,rate_change
PRV018,Provider Group 18,Lab,3706.82,3892.161,393.45,605.4280000000001,9483,35,185.3409999999999,0.04999999999999997,0.0195445534113677,211.97800000000012,Reimbursement rate change +5%,244,rate_change
PRV001,Provider Group 01,Lab,3606.51,3786.8355,512.76,714.6590000000001,9509,38,180.32549999999992,0.049999999999999975,0.01896366600063097,201.89900000000011,Reimbursement rate change +5%,245,rate_change
PRV025,Provider Group 25,Lab,3597.52,3777.396,456.7199999999999,659.8895000000001,9529,41,179.8760000000002,0.05000000000000006,0.018876692202749523,203.1695000000002,Reimbursement rate change +5%,246,rate_change
PRV036,Provider Group 36,Lab,3552.54,3730.167,471.26,673.6580000000001,9517,42,177.62699999999995,0.04999999999999999,0.018664179888620357,202.39800000000014,Reimbursement rate change +5%,247,rate_change
PRV020,Provider Group 20,Lab,3529.38,3705.849,650.23,848.7775000000003,9542,33,176.46900000000005,0.05000000000000001,0.01849392160972543,198.54750000000024,Reimbursement rate change +5%,248,rate_change
PRV006,Provider Group 06,Lab,3524.3,3700.515,831.9599999999999,1035.3315,9474,40,176.2149999999997,0.04999999999999991,0.01859985222714795,203.37150000000008,Reimbursement rate change +5%,249,rate_change
PRV040,Provider Group 40,Lab,3496.93,3671.7765,383.9,583.5290000000002,9507,43,174.8465000000001,0.05000000000000003,0.018391343220784697,199.62900000000025,Reimbursement rate change +5%,250,rate_change
PRV035,Provider Group 35,Lab,3304.88,3470.1240000000003,698.6600000000001,888.1865000000003,9585,31,165.24400000000014,0.050000000000000044,0.0172398539384455,189.52650000000017,Reimbursement rate change +5%,251,rate_change
PRV039,Provider Group 39,Lab,3290.25,3454.7625000000003,520.47,708.7285000000002,9478,38,164.51250000000027,0.050000000000000086,0.017357301118379433,188.25850000000014,Reimbursement rate change +5%,252,rate_change
PRV023,Provider Group 23,Lab,3238.83,3400.7715000000003,695.3199999999999,877.6535000000002,9548,37,161.94150000000036,0.050000000000000114,0.016960777126099745,182.3335000000003,Reimbursement rate change +5%,253,rate_change
PRV032,Provider Group 32,Lab,3172.2799999999997,3330.8940000000002,485.71999999999997,664.1970000000001,9416,40,158.6140000000005,0.050000000000000155,0.01684515717926938,178.47700000000015,Reimbursement rate change +5%,254,rate_change
PRV005,Provider Group 05,Lab,3168.96,3327.4080000000004,684.7199999999999,866.0515000000001,9497,39,158.44800000000032,0.0500000000000001,0.01668400547541332,181.33150000000023,Reimbursement rate change +5%,255,rate_change
PRV030,Provider Group 30,Lab,3079.9900000000002,3233.9895,430.42,601.3020000000001,9599,35,153.9994999999999,0.04999999999999996,0.016043285758933212,170.88200000000012,Reimbursement rate change +5%,256,rate_change
PRV004,Provider Group 04,Lab,3008.31,3158.7255,461.65000000000003,631.7440000000001,9511,27,150.41550000000007,0.050000000000000024,0.015814898538534336,170.0940000000001,Reimbursement rate change +5%,257,rate_change
PRV029,Provider Group 29,Lab,2980.75,3129.7875000000004,283.6500000000001,452.41450000000026,9574,33,149.03750000000036,0.05000000000000012,0.015566899937330307,168.76450000000017,Reimbursement rate change +5%,258,rate_change
PRV007,Provider Group 07,Lab,2973.67,3122.3535,205.67999999999995,374.0005000000001,9483,30,148.6835000000001,0.05000000000000003,0.01567895180849943,168.32050000000015,Reimbursement rate change +5%,259,rate_change
PRV034,Provider Group 34,Lab,2804.63,2944.8615,410.52000000000004,571.0885000000001,9464,37,140.23149999999987,0.049999999999999954,0.014817360524091279,160.56850000000003,Reimbursement rate change +5%,260,rate_change
PRV027,Provider Group 27,Lab,2801.7,2941.7850000000003,289.06000000000006,448.66500000000013,9506,37,140.0850000000005,0.050000000000000176,0.014736482221754733,159.60500000000008,Reimbursement rate change +5%,261,rate_change
PRV015,Provider Group 15,Lab,2739.67,2876.6535,534.4499999999999,689.1570000000002,9449,34,136.98349999999982,0.04999999999999993,0.01449714255476768,154.70700000000022,Reimbursement rate change +5%,262,rate_change
PRV038,Provider Group 38,Lab,2719.68,2855.664,619.4,769.8555000000001,9466,32,135.98400000000038,0.05000000000000014,0.014365518698499934,150.45550000000014,Reimbursement rate change +5%,263,rate_change
PRV013,Provider Group 13,Lab,2706.22,2841.531,393.74000000000007,547.1845000000002,9544,44,135.31100000000015,0.05000000000000006,0.014177598491198675,153.44450000000012,Reimbursement rate change +5%,264,rate_change
PRV008,Provider Group 08,Lab,2705.93,2841.2265,377.5,532.4460000000001,9560,36,135.29650000000038,0.05000000000000014,0.014152353556485395,154.94600000000014,Reimbursement rate change +5%,265,rate_change
PRV024,Provider Group 24,Lab,2677.05,2810.9025,469.73,622.3220000000001,9493,30,133.85249999999996,0.04999999999999998,0.014100126408932894,152.5920000000001,Reimbursement rate change +5%,266,rate_change
