provider_id,provider_name,service_category,baseline_paid_amount,simulated_paid_amount,baseline_benchmark_variance,simulated_benchmark_variance,member_months,total_claims,dollar_impact,percent_impact,pmpm_impact,benchmark_variance_impact,scenario_name,risk_rank,affected_provider_flag,scenario_type
PRV006,Provider Group 06,Professional,40044.03,40044.03,7039.37,7039.37,9547,164,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Emergency,78919.58,78919.58,14886.119999999999,14886.119999999999,9542,48,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Imaging,30608.36,30608.36,4880.94,4880.94,9514,48,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Inpatient,276235.6,276235.6,48844.22,48844.22,9561,45,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Lab,2973.67,2973.67,205.67999999999995,205.67999999999995,9483,30,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Outpatient,141076.36000000002,141076.36000000002,21638.87,21638.87,9607,105,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Pharmacy,12990.62,12990.62,1919.85,1919.85,9573,73,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV007,Provider Group 07,Professional,40596.96,40596.96,7485.51,7485.51,9584,143,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Emergency,49460.73,49460.73,11043.01,11043.01,9518,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Imaging,27687.99,27687.99,3377.2,3377.2,9528,47,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Inpatient,246361.28,246361.28,29976.99,29976.99,9542,41,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Lab,2705.93,2705.93,377.5,377.5,9560,36,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Outpatient,114807.38,114807.38,19312.02,19312.02,9597,103,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV006,Provider Group 06,Pharmacy,11902.05,11902.05,1811.7599999999998,1811.7599999999998,9493,68,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Pharmacy,12547.89,12547.89,1767.3700000000001,1767.3700000000001,9525,62,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Emergency,48637.77,48637.77,7757.979999999999,7757.979999999999,9468,42,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Imaging,27110.41,27110.41,4051.6600000000003,4051.6600000000003,9546,42,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Inpatient,362389.61,362389.61,71231.5,71231.5,9579,60,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Lab,1750.93,1750.93,376.76000000000005,376.76000000000005,9530,26,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Outpatient,129386.07,129386.07,20010.32,20010.32,9575,109,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Pharmacy,11756.03,11756.03,2116.83,2116.83,9532,73,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV010,Provider Group 10,Professional,45131.72,45131.72,6413.94,6413.94,9561,164,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Emergency,56057.06,56057.06,7958.400000000001,7958.400000000001,9494,44,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Imaging,19956.71,19956.71,1493.2599999999998,1493.2599999999998,9445,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Inpatient,346792.77999999997,346792.77999999997,64587.520000000004,64587.520000000004,9604,54,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Lab,2193.98,2193.98,247.29999999999995,247.29999999999995,9600,25,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Outpatient,133136.46,133136.46,23137.59,23137.59,9596,113,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Pharmacy,13589.26,13589.26,2315.63,2315.63,9557,72,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV008,Provider Group 08,Professional,41337.37,41337.37,6152.25,6152.25,9496,162,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV006,Provider Group 06,Outpatient,140839.31,140839.31,22767.23,22767.23,9581,122,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV006,Provider Group 06,Lab,3524.3,3524.3,831.9599999999999,831.9599999999999,9474,40,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV006,Provider Group 06,Inpatient,221242.38,221242.38,50288.94,50288.94,9604,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV001,Provider Group 01,Imaging,26939.97,26939.97,4510.5199999999995,4510.5199999999995,9529,40,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV001,Provider Group 01,Inpatient,310240.05,310240.05,61088.96,61088.96,9552,55,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV001,Provider Group 01,Lab,3606.51,3606.51,512.76,512.76,9509,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV001,Provider Group 01,Outpatient,141486.48,141486.48,18599.17,18599.17,9535,115,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV001,Provider Group 01,Pharmacy,15261.09,15261.09,3446.94,3446.94,9588,73,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV001,Provider Group 01,Professional,44230.340000000004,44230.340000000004,6531.929999999999,6531.929999999999,9582,150,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Emergency,53923.16,53923.16,7952.7,7952.7,9499,43,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Imaging,15352.68,15352.68,3379.67,3379.67,9599,26,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Inpatient,340471.76,340471.76,59192.149999999994,59192.149999999994,9455,53,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Lab,2299.39,2299.39,489.27,489.27,9418,26,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Outpatient,120305.01,120305.01,17291.87,17291.87,9607,106,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Pharmacy,11654.31,11654.31,1710.8799999999999,1710.8799999999999,9608,69,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV002,Provider Group 02,Professional,45492.71,45492.71,7186.72,7186.72,9588,161,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Emergency,67205.53,67205.53,10538.44,10538.44,9566,52,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Imaging,24162.77,24162.77,2964.6499999999996,2964.6499999999996,9383,47,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Inpatient,262253.31,262253.31,44261.94,44261.94,9564,55,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Lab,2269.82,2269.82,237.64999999999995,237.64999999999995,9423,34,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Outpatient,98354.17,98354.17,16384.3,16384.3,9562,89,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Pharmacy,11067.57,11067.57,1967.48,1967.48,9576,68,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV003,Provider Group 03,Professional,34585.62,34585.62,6309.29,6309.29,9594,158,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Emergency,59247.57,59247.57,12565.17,12565.17,9482,43,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Imaging,21915.93,21915.93,4109.65,4109.65,9500,41,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Inpatient,258998.18,258998.18,40193.87,40193.87,9452,50,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Lab,3168.96,3168.96,684.7199999999999,684.7199999999999,9497,39,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Outpatient,108127.03,108127.03,13696.36,13696.36,9601,98,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Pharmacy,14195.4,14195.4,2313.07,2313.07,9556,77,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV005,Provider Group 05,Professional,44161.29,44161.29,4529.7,4529.7,9609,179,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV006,Provider Group 06,Emergency,49837.65,49837.65,10699.21,10699.21,9516,43,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV006,Provider Group 06,Imaging,16181.16,16181.16,894.8699999999999,894.8699999999999,9475,36,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV011,Provider Group 11,Professional,35594.08,35594.08,5661.41,5661.41,9609,133,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV022,Provider Group 22,Inpatient,204240.66,204240.66,37026.57,37026.57,9551,36,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Emergency,57468.84,57468.84,14131.02,14131.02,9523,44,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Inpatient,375760.52,375760.52,63965.7,63965.7,9528,55,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Imaging,29607.0,29607.0,4369.07,4369.07,9547,49,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Inpatient,272146.29,272146.29,48694.35,48694.35,9543,44,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Lab,3706.82,3706.82,393.45,393.45,9483,35,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Outpatient,150775.55,150775.55,21586.070000000003,21586.070000000003,9598,111,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Pharmacy,15818.62,15818.62,2094.7799999999997,2094.7799999999997,9579,75,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Professional,50403.19,50403.19,7294.58,7294.58,9582,147,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Emergency,52072.07,52072.07,9248.66,9248.66,9585,43,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Imaging,17334.34,17334.34,2903.5,2903.5,9470,32,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Inpatient,278050.89,278050.89,41398.3,41398.3,9592,50,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Lab,2062.29,2062.29,225.82,225.82,9539,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Outpatient,93109.5,93109.5,11493.190000000002,11493.190000000002,9584,98,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Pharmacy,9551.34,9551.34,1891.62,1891.62,9566,60,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV019,Provider Group 19,Professional,31822.99,31822.99,4690.7300000000005,4690.7300000000005,9564,148,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV018,Provider Group 18,Emergency,62887.47,62887.47,6629.9400000000005,6629.9400000000005,9556,44,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV020,Provider Group 20,Emergency,57197.97,57197.97,13598.64,13598.64,9557,43,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV020,Provider Group 20,Inpatient,340001.81,340001.81,37140.35,37140.35,9544,52,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV020,Provider Group 20,Lab,3529.38,3529.38,650.23,650.23,9542,33,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV020,Provider Group 20,Outpatient,143634.42,143634.42,22613.620000000003,22613.620000000003,9605,110,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV020,Provider Group 20,Pharmacy,15860.7,15860.7,2522.64,2522.64,9610,78,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV040,Provider Group 40,Pharmacy,13526.01,13526.01,1806.5900000000001,1806.5900000000001,9603,81,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Emergency,46387.62,46387.62,7534.45,7534.45,9546,50,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Imaging,12629.6,12629.6,1727.0600000000002,1727.0600000000002,9422,37,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Inpatient,243098.94,243098.94,45020.29000000001,45020.29000000001,9595,59,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Lab,2237.24,2237.24,252.14000000000001,252.14000000000001,9555,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Outpatient,98913.7,98913.7,16283.95,16283.95,9565,118,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Pharmacy,10098.14,10098.14,2355.29,2355.29,9588,77,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV021,Provider Group 21,Professional,29511.23,29511.23,5566.68,5566.68,9577,151,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV022,Provider Group 22,Emergency,53699.94,53699.94,9262.960000000001,9262.960000000001,9597,44,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV020,Provider Group 20,Imaging,23076.05,23076.05,4214.97,4214.97,9375,40,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Professional,24943.0,24943.0,4141.99,4141.99,9599,122,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Pharmacy,11113.73,11113.73,1894.3100000000002,1894.3100000000002,9570,67,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Outpatient,89425.51,89425.51,14049.99,14049.99,9593,93,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Lab,2370.72,2370.72,194.39000000000001,194.39000000000001,9607,30,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Outpatient,126159.66,126159.66,19732.92,19732.92,9600,110,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Pharmacy,10667.98,10667.98,1386.65,1386.65,9451,59,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Professional,43412.37,43412.37,6861.33,6861.33,9552,152,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Emergency,45861.32,45861.32,11534.289999999999,11534.289999999999,9547,41,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Imaging,11265.14,11265.14,2240.23,2240.23,9516,33,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Inpatient,247863.57,247863.57,36276.09,36276.09,9588,55,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Lab,2706.22,2706.22,393.74000000000007,393.74000000000007,9544,44,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Outpatient,93305.1,93305.1,15065.82,15065.82,9613,111,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Pharmacy,11902.4,11902.4,1932.4399999999998,1932.4399999999998,9609,86,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV013,Provider Group 13,Professional,27345.64,27345.64,3221.62,3221.62,9607,147,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Emergency,49319.69,49319.69,13161.05,13161.05,9553,48,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Imaging,25930.15,25930.15,4262.820000000001,4262.820000000001,9533,48,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Inpatient,254592.37,254592.37,43707.31,43707.31,9576,50,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Lab,2488.63,2488.63,381.21,381.21,9575,34,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Outpatient,124038.67,124038.67,18931.06,18931.06,9596,105,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Pharmacy,13878.22,13878.22,2371.6600000000003,2371.6600000000003,9502,82,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV014,Provider Group 14,Professional,37956.34,37956.34,5668.65,5668.65,9579,153,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Emergency,30738.94,30738.94,3792.7700000000004,3792.7700000000004,9548,34,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Imaging,18496.01,18496.01,3074.7400000000002,3074.7400000000002,9540,34,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Inpatient,229400.91,229400.91,32043.150000000005,32043.150000000005,9589,46,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Lab,2739.67,2739.67,534.4499999999999,534.4499999999999,9449,34,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Outpatient,105828.5,105828.5,17223.6,17223.6,9568,103,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Pharmacy,11300.4,11300.4,1967.04,1967.04,9606,70,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV015,Provider Group 15,Professional,32688.09,32688.09,4265.8,4265.8,9505,140,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Emergency,59057.13,59057.13,16751.82,16751.82,9602,45,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Imaging,14381.38,14381.38,2830.42,2830.42,9536,31,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Inpatient,260332.0,260332.0,50256.85,50256.85,9574,53,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV016,Provider Group 16,Lab,2645.62,2645.62,400.78000000000003,400.78000000000003,9466,35,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV012,Provider Group 12,Imaging,19308.36,19308.36,1084.91,1084.91,9547,38,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
PRV040,Provider Group 40,Professional,38149.59,38149.59,6553.11,6553.11,9589,151,0.0,0.0,0.0,0.0,Provider contract change -5%,36,0,provider_contract_change
